"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12314","should show error when email is missing","User Access Management Spec","Fri Jan 30 02:23:32 UTC 2026","broken","Fri Jan 30 02:23:44 UTC 2026","","Negative Tests with invalid credentials","",""
"","3127","should return at least one result for a common search query","Search Functionality Spec","Fri Jan 30 02:21:59 UTC 2026","passed","Fri Jan 30 02:22:02 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Fri Jan 30 02:24:09 UTC 2026","skipped","Fri Jan 30 02:24:09 UTC 2026","","","",""
"","12373","should show error for invalid email format","User Access Management Spec","Fri Jan 30 02:23:44 UTC 2026","broken","Fri Jan 30 02:23:56 UTC 2026","","Negative Tests with invalid credentials","",""
"","8337","should filter movie by User Rating","Filter Functionality Spec","Fri Jan 30 02:22:22 UTC 2026","passed","Fri Jan 30 02:22:30 UTC 2026","","","",""
"","3195","should verify that each result contains a title and a working link","Search Functionality Spec","Fri Jan 30 02:22:02 UTC 2026","passed","Fri Jan 30 02:22:05 UTC 2026","","","",""
"","3775","should change site language to German","Language Functionality Spec","Fri Jan 30 02:21:48 UTC 2026","passed","Fri Jan 30 02:21:52 UTC 2026","","","",""
"","282","should create an auth token","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","62","should create a new booking","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","7775","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Fri Jan 30 02:22:38 UTC 2026","passed","Fri Jan 30 02:22:46 UTC 2026","","","",""
"","2479","should contain Spanish in the list","Language Functionality Spec","Fri Jan 30 02:21:46 UTC 2026","passed","Fri Jan 30 02:21:48 UTC 2026","","","",""
"","61","should get the created booking","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","12218","should show error when email not exists","User Access Management Spec","Fri Jan 30 02:23:56 UTC 2026","broken","Fri Jan 30 02:24:09 UTC 2026","","Negative Tests with invalid credentials","",""
"","62","should return 404 when fetching deleted booking","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","63","should update the booking","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","3209","should open language selector and display available languages","Language Functionality Spec","Fri Jan 30 02:21:43 UTC 2026","passed","Fri Jan 30 02:21:46 UTC 2026","","","",""
"","8022","should filter movies by Number of Votes","Filter Functionality Spec","Fri Jan 30 02:22:30 UTC 2026","passed","Fri Jan 30 02:22:38 UTC 2026","","","",""
"","62","should delete the booking","restful-booker API tests","Fri Jan 30 02:22:48 UTC 2026","passed","Fri Jan 30 02:22:48 UTC 2026","","","",""
"","2829","should return a proper message for a non-existing movie","Search Functionality Spec","Fri Jan 30 02:22:05 UTC 2026","passed","Fri Jan 30 02:22:08 UTC 2026","","","",""
"","4596","should return correct results for a valid search query","Search Functionality Spec","Fri Jan 30 02:21:54 UTC 2026","passed","Fri Jan 30 02:21:59 UTC 2026","","","",""
