"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","135","should create an auth token","restful-booker API tests","Tue Mar 24 22:37:49 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
"","12136","should show error when email not exists","User Access Management Spec","Tue Mar 24 22:38:19 UTC 2026","broken","Tue Mar 24 22:38:31 UTC 2026","","Negative Tests with invalid credentials","",""
"","28","should update the booking","restful-booker API tests","Tue Mar 24 22:37:50 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
"","11826","should show error for invalid email format","User Access Management Spec","Tue Mar 24 22:38:06 UTC 2026","broken","Tue Mar 24 22:38:18 UTC 2026","","Negative Tests with invalid credentials","",""
"","5038","should return correct results for a valid search query","Search Functionality Spec","Tue Mar 24 22:36:10 UTC 2026","passed","Tue Mar 24 22:36:15 UTC 2026","","","",""
"","3312","should change site language to German","Language Functionality Spec","Tue Mar 24 22:36:05 UTC 2026","passed","Tue Mar 24 22:36:08 UTC 2026","","","",""
"","11424","should filter movies by Number of Votes","Filter Functionality Spec","Tue Mar 24 22:37:25 UTC 2026","broken","Tue Mar 24 22:37:36 UTC 2026","","","",""
"","11423","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Tue Mar 24 22:37:36 UTC 2026","broken","Tue Mar 24 22:37:48 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Tue Mar 24 22:38:31 UTC 2026","skipped","Tue Mar 24 22:38:31 UTC 2026","","","",""
"","10522","should filter movie by User Rating","Filter Functionality Spec","Tue Mar 24 22:37:14 UTC 2026","broken","Tue Mar 24 22:37:25 UTC 2026","","","",""
"","2489","should return at least one result for a common search query","Search Functionality Spec","Tue Mar 24 22:36:15 UTC 2026","passed","Tue Mar 24 22:36:18 UTC 2026","","","",""
"","2665","should return a proper message for a non-existing movie","Search Functionality Spec","Tue Mar 24 22:36:23 UTC 2026","passed","Tue Mar 24 22:36:26 UTC 2026","","","",""
"","28","should get the created booking","restful-booker API tests","Tue Mar 24 22:37:50 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
"","3286","should verify that each result contains a title and a working link","Search Functionality Spec","Tue Mar 24 22:36:18 UTC 2026","passed","Tue Mar 24 22:36:21 UTC 2026","","","",""
"","26","should return 404 when fetching deleted booking","restful-booker API tests","Tue Mar 24 22:37:50 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
"","25","should create a new booking","restful-booker API tests","Tue Mar 24 22:37:50 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
"","4004","should open language selector and display available languages","Language Functionality Spec","Tue Mar 24 22:35:59 UTC 2026","passed","Tue Mar 24 22:36:03 UTC 2026","","","",""
"","1630","should contain Spanish in the list","Language Functionality Spec","Tue Mar 24 22:36:03 UTC 2026","passed","Tue Mar 24 22:36:05 UTC 2026","","","",""
"","12933","should show error when email is missing","User Access Management Spec","Tue Mar 24 22:37:54 UTC 2026","broken","Tue Mar 24 22:38:06 UTC 2026","","Negative Tests with invalid credentials","",""
"","27","should delete the booking","restful-booker API tests","Tue Mar 24 22:37:50 UTC 2026","passed","Tue Mar 24 22:37:50 UTC 2026","","","",""
