"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12298","should show error when email not exists","User Access Management Spec","Sun Feb 22 10:32:21 UTC 2026","broken","Sun Feb 22 10:32:34 UTC 2026","","Negative Tests with invalid credentials","",""
"","12516","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sun Feb 22 10:30:24 UTC 2026","passed","Sun Feb 22 10:30:36 UTC 2026","","","",""
"","7699","should open language selector and display available languages","Language Functionality Spec","Sun Feb 22 10:29:56 UTC 2026","passed","Sun Feb 22 10:30:04 UTC 2026","","","",""
"","2021","should contain Spanish in the list","Language Functionality Spec","Sun Feb 22 10:30:04 UTC 2026","passed","Sun Feb 22 10:30:06 UTC 2026","","","",""
"","3119","should change site language to German","Language Functionality Spec","Sun Feb 22 10:30:06 UTC 2026","passed","Sun Feb 22 10:30:09 UTC 2026","","","",""
"","3256","should return a proper message for a non-existing movie","Search Functionality Spec","Sun Feb 22 10:30:24 UTC 2026","passed","Sun Feb 22 10:30:27 UTC 2026","","","",""
"","9","should return 404 when fetching deleted booking","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
"","58","should create an auth token","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
"","11","should create a new booking","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
"","16855","should filter movie by User Rating","Filter Functionality Spec","Sun Feb 22 10:29:56 UTC 2026","passed","Sun Feb 22 10:30:13 UTC 2026","","","",""
"","10623","should filter movies by Number of Votes","Filter Functionality Spec","Sun Feb 22 10:30:13 UTC 2026","passed","Sun Feb 22 10:30:24 UTC 2026","","","",""
"","13843","should show error when email is missing","User Access Management Spec","Sun Feb 22 10:31:55 UTC 2026","broken","Sun Feb 22 10:32:09 UTC 2026","","Negative Tests with invalid credentials","",""
"","10","should delete the booking","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
"","12028","should show error for invalid email format","User Access Management Spec","Sun Feb 22 10:32:09 UTC 2026","broken","Sun Feb 22 10:32:21 UTC 2026","","Negative Tests with invalid credentials","",""
"","9","should get the created booking","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
"","3598","should return at least one result for a common search query","Search Functionality Spec","Sun Feb 22 10:30:16 UTC 2026","passed","Sun Feb 22 10:30:19 UTC 2026","","","",""
"","4764","should return correct results for a valid search query","Search Functionality Spec","Sun Feb 22 10:30:11 UTC 2026","passed","Sun Feb 22 10:30:16 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Sun Feb 22 10:32:34 UTC 2026","skipped","Sun Feb 22 10:32:34 UTC 2026","","","",""
"","4306","should verify that each result contains a title and a working link","Search Functionality Spec","Sun Feb 22 10:30:19 UTC 2026","passed","Sun Feb 22 10:30:24 UTC 2026","","","",""
"","9","should update the booking","restful-booker API tests","Sun Feb 22 10:30:38 UTC 2026","passed","Sun Feb 22 10:30:38 UTC 2026","","","",""
