"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","should delete the booking","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","2638","should change site language to German","Language Functionality Spec","Sat Mar 21 14:30:26 UTC 2026","passed","Sat Mar 21 14:30:28 UTC 2026","","","",""
"","12266","should show error for invalid email format","User Access Management Spec","Sat Mar 21 14:32:24 UTC 2026","broken","Sat Mar 21 14:32:37 UTC 2026","","Negative Tests with invalid credentials","",""
"","11157","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sat Mar 21 14:32:00 UTC 2026","broken","Sat Mar 21 14:32:11 UTC 2026","","","",""
"","2734","should return a proper message for a non-existing movie","Search Functionality Spec","Sat Mar 21 14:30:40 UTC 2026","passed","Sat Mar 21 14:30:43 UTC 2026","","","",""
"","13568","should show error when email is missing","User Access Management Spec","Sat Mar 21 14:32:11 UTC 2026","broken","Sat Mar 21 14:32:24 UTC 2026","","Negative Tests with invalid credentials","",""
"","11865","should show error when email not exists","User Access Management Spec","Sat Mar 21 14:32:37 UTC 2026","broken","Sat Mar 21 14:32:49 UTC 2026","","Negative Tests with invalid credentials","",""
"","2934","should return at least one result for a common search query","Search Functionality Spec","Sat Mar 21 14:30:34 UTC 2026","passed","Sat Mar 21 14:30:37 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Sat Mar 21 14:32:49 UTC 2026","skipped","Sat Mar 21 14:32:49 UTC 2026","","","",""
"","24","should return 404 when fetching deleted booking","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","10467","should filter movie by User Rating","Filter Functionality Spec","Sat Mar 21 14:31:38 UTC 2026","broken","Sat Mar 21 14:31:49 UTC 2026","","","",""
"","4011","should return correct results for a valid search query","Search Functionality Spec","Sat Mar 21 14:30:30 UTC 2026","passed","Sat Mar 21 14:30:34 UTC 2026","","","",""
"","11031","should filter movies by Number of Votes","Filter Functionality Spec","Sat Mar 21 14:31:49 UTC 2026","broken","Sat Mar 21 14:32:00 UTC 2026","","","",""
"","1317","should contain Spanish in the list","Language Functionality Spec","Sat Mar 21 14:30:25 UTC 2026","passed","Sat Mar 21 14:30:26 UTC 2026","","","",""
"","25","should get the created booking","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","2798","should verify that each result contains a title and a working link","Search Functionality Spec","Sat Mar 21 14:30:37 UTC 2026","passed","Sat Mar 21 14:30:40 UTC 2026","","","",""
"","33","should update the booking","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","129","should create an auth token","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","25","should create a new booking","restful-booker API tests","Sat Mar 21 14:32:13 UTC 2026","passed","Sat Mar 21 14:32:13 UTC 2026","","","",""
"","3854","should open language selector and display available languages","Language Functionality Spec","Sat Mar 21 14:30:21 UTC 2026","passed","Sat Mar 21 14:30:25 UTC 2026","","","",""
