"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3367","should verify that each result contains a title and a working link","Search Functionality Spec","Sat Feb 21 10:29:32 UTC 2026","passed","Sat Feb 21 10:29:35 UTC 2026","","","",""
"","10","should delete the booking","restful-booker API tests","Sat Feb 21 10:30:25 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
"","12","should create a new booking","restful-booker API tests","Sat Feb 21 10:30:25 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Sat Feb 21 10:31:46 UTC 2026","skipped","Sat Feb 21 10:31:46 UTC 2026","","","",""
"","3935","should change site language to German","Language Functionality Spec","Sat Feb 21 10:29:16 UTC 2026","passed","Sat Feb 21 10:29:20 UTC 2026","","","",""
"","9579","should filter movie by User Rating","Filter Functionality Spec","Sat Feb 21 10:29:54 UTC 2026","passed","Sat Feb 21 10:30:04 UTC 2026","","","",""
"","3830","should return a proper message for a non-existing movie","Search Functionality Spec","Sat Feb 21 10:29:35 UTC 2026","passed","Sat Feb 21 10:29:39 UTC 2026","","","",""
"","8134","should filter movies by Number of Votes","Filter Functionality Spec","Sat Feb 21 10:30:04 UTC 2026","passed","Sat Feb 21 10:30:12 UTC 2026","","","",""
"","5293","should return correct results for a valid search query","Search Functionality Spec","Sat Feb 21 10:29:23 UTC 2026","passed","Sat Feb 21 10:29:28 UTC 2026","","","",""
"","9","should return 404 when fetching deleted booking","restful-booker API tests","Sat Feb 21 10:30:25 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
"","13591","should show error when email is missing","User Access Management Spec","Sat Feb 21 10:31:07 UTC 2026","broken","Sat Feb 21 10:31:21 UTC 2026","","Negative Tests with invalid credentials","",""
"","3769","should open language selector and display available languages","Language Functionality Spec","Sat Feb 21 10:29:09 UTC 2026","passed","Sat Feb 21 10:29:13 UTC 2026","","","",""
"","12899","should show error for invalid email format","User Access Management Spec","Sat Feb 21 10:31:21 UTC 2026","broken","Sat Feb 21 10:31:33 UTC 2026","","Negative Tests with invalid credentials","",""
"","12413","should show error when email not exists","User Access Management Spec","Sat Feb 21 10:31:33 UTC 2026","broken","Sat Feb 21 10:31:46 UTC 2026","","Negative Tests with invalid credentials","",""
"","1072","should create an auth token","restful-booker API tests","Sat Feb 21 10:30:24 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
"","4263","should return at least one result for a common search query","Search Functionality Spec","Sat Feb 21 10:29:28 UTC 2026","passed","Sat Feb 21 10:29:32 UTC 2026","","","",""
"","9","should get the created booking","restful-booker API tests","Sat Feb 21 10:30:25 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
"","2900","should contain Spanish in the list","Language Functionality Spec","Sat Feb 21 10:29:13 UTC 2026","passed","Sat Feb 21 10:29:16 UTC 2026","","","",""
"","10007","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sat Feb 21 10:30:12 UTC 2026","passed","Sat Feb 21 10:30:22 UTC 2026","","","",""
"","10","should update the booking","restful-booker API tests","Sat Feb 21 10:30:25 UTC 2026","passed","Sat Feb 21 10:30:25 UTC 2026","","","",""
