"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3540","should open language selector and display available languages","Language Functionality Spec","Wed Dec 17 22:23:25 UTC 2025","passed","Wed Dec 17 22:23:29 UTC 2025","","","",""
"","11788","should filter movie by User Rating","Filter Functionality Spec","Wed Dec 17 22:23:25 UTC 2025","passed","Wed Dec 17 22:23:37 UTC 2025","","","",""
"","2999","should change site language to German","Language Functionality Spec","Wed Dec 17 22:23:30 UTC 2025","passed","Wed Dec 17 22:23:33 UTC 2025","","","",""
"","1691","should contain Spanish in the list","Language Functionality Spec","Wed Dec 17 22:23:29 UTC 2025","passed","Wed Dec 17 22:23:30 UTC 2025","","","",""
"","71","should delete the booking","restful-booker API tests","Wed Dec 17 22:24:02 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","70","should get the created booking","restful-booker API tests","Wed Dec 17 22:24:02 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","0","should login successfully with valid credentials","","Wed Dec 17 22:24:03 UTC 2025","skipped","Wed Dec 17 22:24:03 UTC 2025","","","",""
"","71","should return 404 when fetching deleted booking","restful-booker API tests","Wed Dec 17 22:24:02 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","9999","should filter movies by Number of Votes","Filter Functionality Spec","Wed Dec 17 22:23:37 UTC 2025","passed","Wed Dec 17 22:23:47 UTC 2025","","","",""
"","72","should update the booking","restful-booker API tests","Wed Dec 17 22:24:02 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","3555","should show error for invalid email format","User Access Management Spec","Wed Dec 17 22:23:56 UTC 2025","passed","Wed Dec 17 22:24:00 UTC 2025","","Negative Tests with invalid credentials","",""
"","12260","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Wed Dec 17 22:23:47 UTC 2025","passed","Wed Dec 17 22:23:59 UTC 2025","","","",""
"","3809","should verify that each result contains a title and a working link","Search Functionality Spec","Wed Dec 17 22:23:43 UTC 2025","passed","Wed Dec 17 22:23:46 UTC 2025","","","",""
"","3882","should return a proper message for a non-existing movie","Search Functionality Spec","Wed Dec 17 22:23:46 UTC 2025","passed","Wed Dec 17 22:23:50 UTC 2025","","","",""
"","3975","should show error when email is missing","User Access Management Spec","Wed Dec 17 22:23:52 UTC 2025","passed","Wed Dec 17 22:23:56 UTC 2025","","Negative Tests with invalid credentials","",""
"","3894","should return at least one result for a common search query","Search Functionality Spec","Wed Dec 17 22:23:39 UTC 2025","passed","Wed Dec 17 22:23:43 UTC 2025","","","",""
"","71","should create a new booking","restful-booker API tests","Wed Dec 17 22:24:02 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","3374","should show error when email not exists","User Access Management Spec","Wed Dec 17 22:24:00 UTC 2025","passed","Wed Dec 17 22:24:03 UTC 2025","","Negative Tests with invalid credentials","",""
"","315","should create an auth token","restful-booker API tests","Wed Dec 17 22:24:01 UTC 2025","passed","Wed Dec 17 22:24:02 UTC 2025","","","",""
"","3424","should return correct results for a valid search query","Search Functionality Spec","Wed Dec 17 22:23:35 UTC 2025","passed","Wed Dec 17 22:23:39 UTC 2025","","","",""
