"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should login successfully with valid credentials","","Sat May 09 14:56:42 UTC 2026","skipped","Sat May 09 14:56:42 UTC 2026","","","",""
"","4983","should return correct results for a valid search query","Search Functionality Spec","Sat May 09 14:54:22 UTC 2026","passed","Sat May 09 14:54:27 UTC 2026","","","",""
"","11890","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sat May 09 14:55:14 UTC 2026","broken","Sat May 09 14:55:26 UTC 2026","","","",""
"","11040","should filter movies by Number of Votes","Filter Functionality Spec","Sat May 09 14:55:03 UTC 2026","broken","Sat May 09 14:55:14 UTC 2026","","","",""
"","57","should create an auth token","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","3136","should verify that each result contains a title and a working link","Search Functionality Spec","Sat May 09 14:54:30 UTC 2026","failed","Sat May 09 14:54:34 UTC 2026","","","",""
"","13368","should show error when email is missing","User Access Management Spec","Sat May 09 14:56:04 UTC 2026","broken","Sat May 09 14:56:18 UTC 2026","","Negative Tests with invalid credentials","",""
"","3357","should return a proper message for a non-existing movie","Search Functionality Spec","Sat May 09 14:54:34 UTC 2026","passed","Sat May 09 14:54:37 UTC 2026","","","",""
"","1535","should contain Spanish in the list","Language Functionality Spec","Sat May 09 14:53:38 UTC 2026","passed","Sat May 09 14:53:40 UTC 2026","","","",""
"","9","should update the booking","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","10","should create a new booking","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","12033","should show error for invalid email format","User Access Management Spec","Sat May 09 14:56:18 UTC 2026","broken","Sat May 09 14:56:30 UTC 2026","","Negative Tests with invalid credentials","",""
"","9","should get the created booking","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","9","should return 404 when fetching deleted booking","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","3255","should open language selector and display available languages","Language Functionality Spec","Sat May 09 14:53:35 UTC 2026","passed","Sat May 09 14:53:38 UTC 2026","","","",""
"","12048","should show error when email not exists","User Access Management Spec","Sat May 09 14:56:30 UTC 2026","broken","Sat May 09 14:56:42 UTC 2026","","Negative Tests with invalid credentials","",""
"","9","should delete the booking","restful-booker API tests","Sat May 09 14:55:28 UTC 2026","passed","Sat May 09 14:55:28 UTC 2026","","","",""
"","10624","should filter movie by User Rating","Filter Functionality Spec","Sat May 09 14:54:52 UTC 2026","broken","Sat May 09 14:55:03 UTC 2026","","","",""
"","2582","should change site language to German","Language Functionality Spec","Sat May 09 14:53:40 UTC 2026","passed","Sat May 09 14:53:42 UTC 2026","","","",""
"","2610","should return at least one result for a common search query","Search Functionality Spec","Sat May 09 14:54:27 UTC 2026","passed","Sat May 09 14:54:29 UTC 2026","","","",""
