"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3315","should return a proper message for a non-existing movie","Search Functionality Spec","Sat May 09 06:19:42 UTC 2026","passed","Sat May 09 06:19:45 UTC 2026","","","",""
"","3769","should return correct results for a valid search query","Search Functionality Spec","Sat May 09 06:19:32 UTC 2026","passed","Sat May 09 06:19:36 UTC 2026","","","",""
"","6","should get the created booking","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","13443","should show error when email is missing","User Access Management Spec","Sat May 09 06:21:11 UTC 2026","broken","Sat May 09 06:21:25 UTC 2026","","Negative Tests with invalid credentials","",""
"","2887","should verify that each result contains a title and a working link","Search Functionality Spec","Sat May 09 06:19:39 UTC 2026","failed","Sat May 09 06:19:42 UTC 2026","","","",""
"","7","should delete the booking","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","2643","should change site language to German","Language Functionality Spec","Sat May 09 06:18:53 UTC 2026","passed","Sat May 09 06:18:56 UTC 2026","","","",""
"","11312","should filter movies by Number of Votes","Filter Functionality Spec","Sat May 09 06:20:16 UTC 2026","broken","Sat May 09 06:20:27 UTC 2026","","","",""
"","10721","should filter movie by User Rating","Filter Functionality Spec","Sat May 09 06:20:05 UTC 2026","broken","Sat May 09 06:20:16 UTC 2026","","","",""
"","5","should return 404 when fetching deleted booking","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","11206","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sat May 09 06:20:27 UTC 2026","broken","Sat May 09 06:20:38 UTC 2026","","","",""
"","12262","should show error for invalid email format","User Access Management Spec","Sat May 09 06:21:25 UTC 2026","broken","Sat May 09 06:21:37 UTC 2026","","Negative Tests with invalid credentials","",""
"","37","should create an auth token","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","7","should update the booking","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","11916","should show error when email not exists","User Access Management Spec","Sat May 09 06:21:42 UTC 2026","broken","Sat May 09 06:21:54 UTC 2026","","Negative Tests with invalid credentials","",""
"","2816","should return at least one result for a common search query","Search Functionality Spec","Sat May 09 06:19:36 UTC 2026","passed","Sat May 09 06:19:39 UTC 2026","","","",""
"","7","should create a new booking","restful-booker API tests","Sat May 09 06:20:40 UTC 2026","passed","Sat May 09 06:20:40 UTC 2026","","","",""
"","3541","should open language selector and display available languages","Language Functionality Spec","Sat May 09 06:18:48 UTC 2026","passed","Sat May 09 06:18:52 UTC 2026","","","",""
"","1455","should contain Spanish in the list","Language Functionality Spec","Sat May 09 06:18:52 UTC 2026","passed","Sat May 09 06:18:53 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Sat May 09 06:21:54 UTC 2026","skipped","Sat May 09 06:21:54 UTC 2026","","","",""
