"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","should update the booking","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","7","should get the created booking","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","1970","should return a proper message for a non-existing movie","Search Functionality Spec","Mon Apr 13 22:48:06 UTC 2026","passed","Mon Apr 13 22:48:08 UTC 2026","","","",""
"","11478","should filter movies by Number of Votes","Filter Functionality Spec","Mon Apr 13 22:48:37 UTC 2026","broken","Mon Apr 13 22:48:48 UTC 2026","","","",""
"","38","should create an auth token","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","10","should create a new booking","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","10788","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Mon Apr 13 22:48:48 UTC 2026","broken","Mon Apr 13 22:48:59 UTC 2026","","","",""
"","2345","should verify that each result contains a title and a working link","Search Functionality Spec","Mon Apr 13 22:48:04 UTC 2026","failed","Mon Apr 13 22:48:06 UTC 2026","","","",""
"","6","should delete the booking","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","1357","should contain Spanish in the list","Language Functionality Spec","Mon Apr 13 22:47:13 UTC 2026","passed","Mon Apr 13 22:47:14 UTC 2026","","","",""
"","6","should return 404 when fetching deleted booking","restful-booker API tests","Mon Apr 13 22:49:01 UTC 2026","passed","Mon Apr 13 22:49:01 UTC 2026","","","",""
"","2613","should change site language to German","Language Functionality Spec","Mon Apr 13 22:47:14 UTC 2026","passed","Mon Apr 13 22:47:16 UTC 2026","","","",""
"","3256","should open language selector and display available languages","Language Functionality Spec","Mon Apr 13 22:47:09 UTC 2026","passed","Mon Apr 13 22:47:13 UTC 2026","","","",""
"","11949","should show error for invalid email format","User Access Management Spec","Mon Apr 13 22:49:46 UTC 2026","broken","Mon Apr 13 22:49:58 UTC 2026","","Negative Tests with invalid credentials","",""
"","10417","should filter movie by User Rating","Filter Functionality Spec","Mon Apr 13 22:48:26 UTC 2026","broken","Mon Apr 13 22:48:37 UTC 2026","","","",""
"","12040","should show error when email not exists","User Access Management Spec","Mon Apr 13 22:49:58 UTC 2026","broken","Mon Apr 13 22:50:10 UTC 2026","","Negative Tests with invalid credentials","",""
"","12839","should show error when email is missing","User Access Management Spec","Mon Apr 13 22:49:33 UTC 2026","broken","Mon Apr 13 22:49:45 UTC 2026","","Negative Tests with invalid credentials","",""
"","0","should login successfully with valid credentials","","Mon Apr 13 22:50:10 UTC 2026","skipped","Mon Apr 13 22:50:10 UTC 2026","","","",""
"","4836","should return correct results for a valid search query","Search Functionality Spec","Mon Apr 13 22:47:57 UTC 2026","passed","Mon Apr 13 22:48:01 UTC 2026","","","",""
"","2513","should return at least one result for a common search query","Search Functionality Spec","Mon Apr 13 22:48:01 UTC 2026","passed","Mon Apr 13 22:48:04 UTC 2026","","","",""
