"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12539","should show error when email is missing","User Access Management Spec","Fri Mar 06 22:34:10 UTC 2026","broken","Fri Mar 06 22:34:22 UTC 2026","","Negative Tests with invalid credentials","",""
"","50","should create an auth token","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Fri Mar 06 22:34:47 UTC 2026","skipped","Fri Mar 06 22:34:47 UTC 2026","","","",""
"","1862","should contain Spanish in the list","Language Functionality Spec","Fri Mar 06 22:32:22 UTC 2026","passed","Fri Mar 06 22:32:23 UTC 2026","","","",""
"","3845","should verify that each result contains a title and a working link","Search Functionality Spec","Fri Mar 06 22:32:37 UTC 2026","passed","Fri Mar 06 22:32:41 UTC 2026","","","",""
"","4484","should return correct results for a valid search query","Search Functionality Spec","Fri Mar 06 22:32:29 UTC 2026","passed","Fri Mar 06 22:32:34 UTC 2026","","","",""
"","3361","should return at least one result for a common search query","Search Functionality Spec","Fri Mar 06 22:32:34 UTC 2026","passed","Fri Mar 06 22:32:37 UTC 2026","","","",""
"","8","should create a new booking","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","9748","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Fri Mar 06 22:33:11 UTC 2026","passed","Fri Mar 06 22:33:21 UTC 2026","","","",""
"","12049","should show error when email not exists","User Access Management Spec","Fri Mar 06 22:34:35 UTC 2026","broken","Fri Mar 06 22:34:47 UTC 2026","","Negative Tests with invalid credentials","",""
"","8564","should filter movies by Number of Votes","Filter Functionality Spec","Fri Mar 06 22:33:02 UTC 2026","passed","Fri Mar 06 22:33:11 UTC 2026","","","",""
"","9","should update the booking","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","6","should return 404 when fetching deleted booking","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","7","should get the created booking","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","3129","should change site language to German","Language Functionality Spec","Fri Mar 06 22:32:23 UTC 2026","passed","Fri Mar 06 22:32:27 UTC 2026","","","",""
"","8","should delete the booking","restful-booker API tests","Fri Mar 06 22:33:23 UTC 2026","passed","Fri Mar 06 22:33:23 UTC 2026","","","",""
"","12212","should show error for invalid email format","User Access Management Spec","Fri Mar 06 22:34:22 UTC 2026","broken","Fri Mar 06 22:34:35 UTC 2026","","Negative Tests with invalid credentials","",""
"","3331","should open language selector and display available languages","Language Functionality Spec","Fri Mar 06 22:32:18 UTC 2026","passed","Fri Mar 06 22:32:22 UTC 2026","","","",""
"","2973","should return a proper message for a non-existing movie","Search Functionality Spec","Fri Mar 06 22:32:41 UTC 2026","passed","Fri Mar 06 22:32:44 UTC 2026","","","",""
"","9317","should filter movie by User Rating","Filter Functionality Spec","Fri Mar 06 22:32:53 UTC 2026","passed","Fri Mar 06 22:33:02 UTC 2026","","","",""
