"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11749","should show error when email not exists","User Access Management Spec","Mon Mar 09 02:30:46 UTC 2026","broken","Mon Mar 09 02:30:58 UTC 2026","","Negative Tests with invalid credentials","",""
"","3728","should verify that each result contains a title and a working link","Search Functionality Spec","Mon Mar 09 02:28:45 UTC 2026","passed","Mon Mar 09 02:28:48 UTC 2026","","","",""
"","4466","should return correct results for a valid search query","Search Functionality Spec","Mon Mar 09 02:28:36 UTC 2026","passed","Mon Mar 09 02:28:40 UTC 2026","","","",""
"","259","should create an auth token","restful-booker API tests","Mon Mar 09 02:29:03 UTC 2026","passed","Mon Mar 09 02:29:03 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Mon Mar 09 02:30:58 UTC 2026","skipped","Mon Mar 09 02:30:58 UTC 2026","","","",""
"","4827","should return a proper message for a non-existing movie","Search Functionality Spec","Mon Mar 09 02:28:48 UTC 2026","passed","Mon Mar 09 02:28:53 UTC 2026","","","",""
"","17263","should filter movie by User Rating","Filter Functionality Spec","Mon Mar 09 02:28:23 UTC 2026","passed","Mon Mar 09 02:28:40 UTC 2026","","","",""
"","1865","should contain Spanish in the list","Language Functionality Spec","Mon Mar 09 02:28:28 UTC 2026","passed","Mon Mar 09 02:28:30 UTC 2026","","","",""
"","13469","should show error when email is missing","User Access Management Spec","Mon Mar 09 02:30:20 UTC 2026","broken","Mon Mar 09 02:30:34 UTC 2026","","Negative Tests with invalid credentials","",""
"","54","should get the created booking","restful-booker API tests","Mon Mar 09 02:29:03 UTC 2026","passed","Mon Mar 09 02:29:03 UTC 2026","","","",""
"","58","should update the booking","restful-booker API tests","Mon Mar 09 02:29:03 UTC 2026","passed","Mon Mar 09 02:29:04 UTC 2026","","","",""
"","11281","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Mon Mar 09 02:28:50 UTC 2026","passed","Mon Mar 09 02:29:01 UTC 2026","","","",""
"","12232","should show error for invalid email format","User Access Management Spec","Mon Mar 09 02:30:34 UTC 2026","broken","Mon Mar 09 02:30:46 UTC 2026","","Negative Tests with invalid credentials","",""
"","53","should create a new booking","restful-booker API tests","Mon Mar 09 02:29:03 UTC 2026","passed","Mon Mar 09 02:29:03 UTC 2026","","","",""
"","3725","should return at least one result for a common search query","Search Functionality Spec","Mon Mar 09 02:28:41 UTC 2026","passed","Mon Mar 09 02:28:45 UTC 2026","","","",""
"","55","should return 404 when fetching deleted booking","restful-booker API tests","Mon Mar 09 02:29:04 UTC 2026","passed","Mon Mar 09 02:29:04 UTC 2026","","","",""
"","5257","should open language selector and display available languages","Language Functionality Spec","Mon Mar 09 02:28:23 UTC 2026","passed","Mon Mar 09 02:28:28 UTC 2026","","","",""
"","58","should delete the booking","restful-booker API tests","Mon Mar 09 02:29:04 UTC 2026","passed","Mon Mar 09 02:29:04 UTC 2026","","","",""
"","3492","should change site language to German","Language Functionality Spec","Mon Mar 09 02:28:30 UTC 2026","passed","Mon Mar 09 02:28:34 UTC 2026","","","",""
"","10252","should filter movies by Number of Votes","Filter Functionality Spec","Mon Mar 09 02:28:40 UTC 2026","passed","Mon Mar 09 02:28:50 UTC 2026","","","",""
