"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74","should update the booking","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:49 UTC 2026","","","",""
"","3370","should open language selector and display available languages","Language Functionality Spec","Mon Mar 30 13:26:58 UTC 2026","passed","Mon Mar 30 13:27:01 UTC 2026","","","",""
"","78","should return 404 when fetching deleted booking","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:50 UTC 2026","","","",""
"","76","should delete the booking","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:49 UTC 2026","","","",""
"","76","should create a new booking","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:49 UTC 2026","","","",""
"","2862","should return at least one result for a common search query","Search Functionality Spec","Mon Mar 30 13:27:12 UTC 2026","passed","Mon Mar 30 13:27:15 UTC 2026","","","",""
"","11063","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Mon Mar 30 13:28:36 UTC 2026","broken","Mon Mar 30 13:28:47 UTC 2026","","","",""
"","3746","should return a proper message for a non-existing movie","Search Functionality Spec","Mon Mar 30 13:27:19 UTC 2026","passed","Mon Mar 30 13:27:23 UTC 2026","","","",""
"","3424","should change site language to German","Language Functionality Spec","Mon Mar 30 13:27:02 UTC 2026","passed","Mon Mar 30 13:27:06 UTC 2026","","","",""
"","3777","should verify that each result contains a title and a working link","Search Functionality Spec","Mon Mar 30 13:27:15 UTC 2026","passed","Mon Mar 30 13:27:19 UTC 2026","","","",""
"","307","should create an auth token","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:49 UTC 2026","","","",""
"","12419","should show error when email not exists","User Access Management Spec","Mon Mar 30 13:29:17 UTC 2026","broken","Mon Mar 30 13:29:30 UTC 2026","","Negative Tests with invalid credentials","",""
"","13408","should show error when email is missing","User Access Management Spec","Mon Mar 30 13:28:51 UTC 2026","broken","Mon Mar 30 13:29:05 UTC 2026","","Negative Tests with invalid credentials","",""
"","4555","should return correct results for a valid search query","Search Functionality Spec","Mon Mar 30 13:27:08 UTC 2026","passed","Mon Mar 30 13:27:12 UTC 2026","","","",""
"","10506","should filter movie by User Rating","Filter Functionality Spec","Mon Mar 30 13:28:14 UTC 2026","broken","Mon Mar 30 13:28:25 UTC 2026","","","",""
"","12396","should show error for invalid email format","User Access Management Spec","Mon Mar 30 13:29:05 UTC 2026","broken","Mon Mar 30 13:29:17 UTC 2026","","Negative Tests with invalid credentials","",""
"","0","should login successfully with valid credentials","","Mon Mar 30 13:29:30 UTC 2026","skipped","Mon Mar 30 13:29:30 UTC 2026","","","",""
"","11047","should filter movies by Number of Votes","Filter Functionality Spec","Mon Mar 30 13:28:25 UTC 2026","broken","Mon Mar 30 13:28:36 UTC 2026","","","",""
"","1512","should contain Spanish in the list","Language Functionality Spec","Mon Mar 30 13:27:01 UTC 2026","passed","Mon Mar 30 13:27:02 UTC 2026","","","",""
"","75","should get the created booking","restful-booker API tests","Mon Mar 30 13:28:49 UTC 2026","passed","Mon Mar 30 13:28:49 UTC 2026","","","",""
