"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10402","should filter movie by User Rating","Filter Functionality Spec","Sat Mar 28 02:30:39 UTC 2026","broken","Sat Mar 28 02:30:49 UTC 2026","","","",""
"","13949","should show error when email is missing","User Access Management Spec","Sat Mar 28 02:31:13 UTC 2026","broken","Sat Mar 28 02:31:27 UTC 2026","","Negative Tests with invalid credentials","",""
"","3548","should verify that each result contains a title and a working link","Search Functionality Spec","Sat Mar 28 02:29:40 UTC 2026","passed","Sat Mar 28 02:29:44 UTC 2026","","","",""
"","2940","should return a proper message for a non-existing movie","Search Functionality Spec","Sat Mar 28 02:29:44 UTC 2026","passed","Sat Mar 28 02:29:47 UTC 2026","","","",""
"","11948","should show error when email not exists","User Access Management Spec","Sat Mar 28 02:31:39 UTC 2026","broken","Sat Mar 28 02:31:51 UTC 2026","","Negative Tests with invalid credentials","",""
"","10815","should check the first movie when IMDb rating is sorted in descending order","Filter Functionality Spec","Sat Mar 28 02:31:00 UTC 2026","broken","Sat Mar 28 02:31:11 UTC 2026","","","",""
"","3125","should return at least one result for a common search query","Search Functionality Spec","Sat Mar 28 02:29:37 UTC 2026","passed","Sat Mar 28 02:29:40 UTC 2026","","","",""
"","36","should create an auth token","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","3835","should open language selector and display available languages","Language Functionality Spec","Sat Mar 28 02:29:22 UTC 2026","passed","Sat Mar 28 02:29:26 UTC 2026","","","",""
"","1699","should contain Spanish in the list","Language Functionality Spec","Sat Mar 28 02:29:26 UTC 2026","passed","Sat Mar 28 02:29:28 UTC 2026","","","",""
"","11881","should show error for invalid email format","User Access Management Spec","Sat Mar 28 02:31:27 UTC 2026","broken","Sat Mar 28 02:31:39 UTC 2026","","Negative Tests with invalid credentials","",""
"","22","should update the booking","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","9","should create a new booking","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","10979","should filter movies by Number of Votes","Filter Functionality Spec","Sat Mar 28 02:30:49 UTC 2026","broken","Sat Mar 28 02:31:00 UTC 2026","","","",""
"","4710","should return correct results for a valid search query","Search Functionality Spec","Sat Mar 28 02:29:32 UTC 2026","passed","Sat Mar 28 02:29:37 UTC 2026","","","",""
"","0","should login successfully with valid credentials","","Sat Mar 28 02:31:51 UTC 2026","skipped","Sat Mar 28 02:31:51 UTC 2026","","","",""
"","12","should get the created booking","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","14","should delete the booking","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","7","should return 404 when fetching deleted booking","restful-booker API tests","Sat Mar 28 02:31:13 UTC 2026","passed","Sat Mar 28 02:31:13 UTC 2026","","","",""
"","2619","should change site language to German","Language Functionality Spec","Sat Mar 28 02:29:28 UTC 2026","passed","Sat Mar 28 02:29:31 UTC 2026","","","",""
